datetime,site_name,county,aqi,pm25,pm10,o3,co,wind_speed,wind_directions,data_source,county_display,site_name_display
2026-06-27 02:00:00,松山測站,臺北市,59.4,28.3,41.1,41.2,0.613,2.78,331.6,Sample Data,臺北市,松山測站
2026-06-27 03:00:00,松山測站,臺北市,54.3,28.9,43.3,39.8,0.484,2.54,273.6,Sample Data,臺北市,松山測站
2026-06-27 04:00:00,松山測站,臺北市,68.4,40.0,77.5,34.9,0.576,2.51,330.3,Sample Data,臺北市,松山測站
2026-06-27 05:00:00,松山測站,臺北市,54.1,29.0,45.1,31.5,0.511,1.86,261.8,Sample Data,臺北市,松山測站
2026-06-27 06:00:00,松山測站,臺北市,52.5,26.2,36.4,30.0,0.622,4.53,205.6,Sample Data,臺北市,松山測站
2026-06-27 07:00:00,松山測站,臺北市,63.3,34.2,61.2,35.8,0.62,2.66,252.3,Sample Data,臺北市,松山測站
2026-06-27 08:00:00,松山測站,臺北市,66.2,29.8,42.4,38.8,0.568,2.65,331.7,Sample Data,臺北市,松山測站
2026-06-27 09:00:00,松山測站,臺北市,65.8,34.9,60.2,35.8,0.609,2.25,34.1,Sample Data,臺北市,松山測站
2026-06-27 10:00:00,松山測站,臺北市,69.0,35.7,48.3,45.6,0.622,2.62,186.0,Sample Data,臺北市,松山測站
2026-06-27 11:00:00,松山測站,臺北市,62.2,34.3,66.3,42.1,0.579,2.17,279.3,Sample Data,臺北市,松山測站
2026-06-27 12:00:00,松山測站,臺北市,54.5,34.3,50.3,40.3,0.548,2.68,267.5,Sample Data,臺北市,松山測站
2026-06-27 13:00:00,松山測站,臺北市,46.6,30.2,41.5,45.1,0.485,2.54,233.1,Sample Data,臺北市,松山測站
2026-06-27 14:00:00,松山測站,臺北市,54.5,35.0,75.3,50.7,0.561,3.69,318.1,Sample Data,臺北市,松山測站
2026-06-27 15:00:00,松山測站,臺北市,62.1,32.0,54.8,54.0,0.517,2.92,286.5,Sample Data,臺北市,松山測站
2026-06-27 16:00:00,松山測站,臺北市,66.4,36.2,69.8,46.7,0.593,1.49,271.5,Sample Data,臺北市,松山測站
2026-06-27 17:00:00,松山測站,臺北市,70.5,36.8,65.4,55.5,0.555,1.79,320.2,Sample Data,臺北市,松山測站
2026-06-27 18:00:00,松山測站,臺北市,69.5,36.5,63.5,56.4,0.632,3.4,192.5,Sample Data,臺北市,松山測站
2026-06-27 19:00:00,松山測站,臺北市,59.6,34.1,57.5,55.4,0.606,2.01,353.8,Sample Data,臺北市,松山測站
2026-06-27 20:00:00,松山測站,臺北市,65.1,34.3,65.3,51.5,0.583,2.22,333.1,Sample Data,臺北市,松山測站
2026-06-27 21:00:00,松山測站,臺北市,61.8,29.7,55.2,50.3,0.533,2.52,1.4,Sample Data,臺北市,松山測站
2026-06-27 22:00:00,松山測站,臺北市,54.7,35.1,68.1,52.2,0.657,2.33,207.8,Sample Data,臺北市,松山測站
2026-06-27 23:00:00,松山測站,臺北市,61.3,31.3,50.9,43.4,0.509,1.26,277.3,Sample Data,臺北市,松山測站
2026-06-28 00:00:00,松山測站,臺北市,54.6,32.7,55.8,36.7,0.543,2.14,349.3,Sample Data,臺北市,松山測站
2026-06-28 01:00:00,松山測站,臺北市,55.7,31.8,48.6,46.0,0.51,2.33,337.8,Sample Data,臺北市,松山測站
2026-06-28 02:00:00,松山測站,臺北市,56.1,30.3,53.8,41.2,0.588,1.06,258.7,Sample Data,臺北市,松山測站
2026-06-28 03:00:00,松山測站,臺北市,44.4,21.7,35.1,35.5,0.502,3.37,46.0,Sample Data,臺北市,松山測站
2026-06-28 04:00:00,松山測站,臺北市,51.9,34.5,58.7,34.2,0.453,1.89,316.3,Sample Data,臺北市,松山測站
2026-06-28 05:00:00,松山測站,臺北市,57.9,37.1,67.8,32.5,0.58,2.34,238.3,Sample Data,臺北市,松山測站
2026-06-28 06:00:00,松山測站,臺北市,61.7,31.0,43.8,34.1,0.595,2.24,0.1,Sample Data,臺北市,松山測站
2026-06-28 07:00:00,松山測站,臺北市,62.5,37.0,53.8,40.9,0.561,3.15,6.1,Sample Data,臺北市,松山測站
2026-06-28 08:00:00,松山測站,臺北市,61.5,33.8,66.1,37.0,0.581,3.13,301.5,Sample Data,臺北市,松山測站
2026-06-28 09:00:00,松山測站,臺北市,61.7,32.7,51.6,31.3,0.47,1.59,325.8,Sample Data,臺北市,松山測站
2026-06-28 10:00:00,松山測站,臺北市,54.4,36.9,54.2,38.6,0.519,2.28,4.2,Sample Data,臺北市,松山測站
2026-06-28 11:00:00,松山測站,臺北市,55.2,30.2,48.4,39.3,0.673,2.62,75.8,Sample Data,臺北市,松山測站
2026-06-28 12:00:00,松山測站,臺北市,50.5,31.9,54.3,37.2,0.542,1.93,36.6,Sample Data,臺北市,松山測站
2026-06-28 13:00:00,松山測站,臺北市,54.9,32.3,53.6,42.5,0.588,1.19,344.5,Sample Data,臺北市,松山測站
2026-06-28 14:00:00,松山測站,臺北市,40.1,23.1,41.9,39.5,0.396,0.59,336.1,Sample Data,臺北市,松山測站
2026-06-28 15:00:00,松山測站,臺北市,63.8,34.6,58.0,44.2,0.569,2.42,4.3,Sample Data,臺北市,松山測站
2026-06-28 16:00:00,松山測站,臺北市,58.0,33.0,48.0,54.5,0.638,1.75,323.2,Sample Data,臺北市,松山測站
2026-06-28 17:00:00,松山測站,臺北市,63.0,32.5,53.4,59.4,0.587,2.54,101.1,Sample Data,臺北市,松山測站
2026-06-28 18:00:00,松山測站,臺北市,55.3,28.4,57.2,46.2,0.575,2.09,81.1,Sample Data,臺北市,松山測站
2026-06-28 19:00:00,松山測站,臺北市,43.7,26.1,38.1,50.9,0.479,2.44,12.2,Sample Data,臺北市,松山測站
2026-06-28 20:00:00,松山測站,臺北市,53.9,27.9,51.4,53.7,0.565,2.69,135.9,Sample Data,臺北市,松山測站
2026-06-28 21:00:00,松山測站,臺北市,49.4,28.9,47.2,45.2,0.471,2.49,45.4,Sample Data,臺北市,松山測站
2026-06-28 22:00:00,松山測站,臺北市,47.9,27.2,47.5,47.7,0.475,2.95,40.3,Sample Data,臺北市,松山測站
2026-06-28 23:00:00,松山測站,臺北市,39.0,27.2,39.9,45.0,0.393,3.61,101.6,Sample Data,臺北市,松山測站
2026-06-29 00:00:00,松山測站,臺北市,51.1,31.4,53.3,43.9,0.47,3.02,145.9,Sample Data,臺北市,松山測站
2026-06-29 01:00:00,松山測站,臺北市,46.3,26.6,54.6,36.7,0.513,3.86,308.2,Sample Data,臺北市,松山測站
2026-06-29 02:00:00,松山測站,臺北市,45.5,27.7,50.8,40.0,0.408,2.95,10.2,Sample Data,臺北市,松山測站
2026-06-29 03:00:00,松山測站,臺北市,58.3,30.1,59.1,43.1,0.58,1.24,74.6,Sample Data,臺北市,松山測站
2026-06-29 04:00:00,松山測站,臺北市,47.2,30.0,57.1,32.2,0.441,3.07,61.3,Sample Data,臺北市,松山測站
2026-06-29 05:00:00,松山測站,臺北市,51.0,34.6,66.6,36.0,0.492,2.85,21.7,Sample Data,臺北市,松山測站
2026-06-29 06:00:00,松山測站,臺北市,55.3,35.4,46.3,41.6,0.671,2.18,307.5,Sample Data,臺北市,松山測站
2026-06-29 07:00:00,松山測站,臺北市,59.6,31.4,56.5,38.2,0.59,1.36,95.5,Sample Data,臺北市,松山測站
2026-06-29 08:00:00,松山測站,臺北市,73.0,36.0,56.5,42.0,0.541,2.34,38.5,Sample Data,臺北市,松山測站
2026-06-29 09:00:00,松山測站,臺北市,70.0,34.3,52.2,42.1,0.629,1.66,72.8,Sample Data,臺北市,松山測站
2026-06-29 10:00:00,松山測站,臺北市,62.8,32.1,63.4,35.7,0.562,2.31,332.2,Sample Data,臺北市,松山測站
2026-06-29 11:00:00,松山測站,臺北市,45.1,30.3,42.5,39.9,0.508,2.1,356.6,Sample Data,臺北市,松山測站
2026-06-29 12:00:00,松山測站,臺北市,55.5,32.4,64.0,43.2,0.564,2.34,116.9,Sample Data,臺北市,松山測站
2026-06-29 13:00:00,松山測站,臺北市,54.1,34.7,61.5,41.6,0.577,2.34,49.8,Sample Data,臺北市,松山測站
2026-06-29 14:00:00,松山測站,臺北市,49.6,30.9,55.9,35.7,0.475,1.99,310.4,Sample Data,臺北市,松山測站
2026-06-29 15:00:00,松山測站,臺北市,48.9,27.0,51.2,45.7,0.461,2.51,138.7,Sample Data,臺北市,松山測站
2026-06-29 16:00:00,松山測站,臺北市,51.5,27.6,43.8,51.8,0.524,3.0,27.1,Sample Data,臺北市,松山測站
2026-06-29 17:00:00,松山測站,臺北市,58.8,31.5,47.9,55.2,0.543,1.7,81.7,Sample Data,臺北市,松山測站
2026-06-29 18:00:00,松山測站,臺北市,65.6,26.9,42.4,60.9,0.606,2.86,27.3,Sample Data,臺北市,松山測站
2026-06-29 19:00:00,松山測站,臺北市,53.3,32.1,51.4,51.6,0.548,2.6,135.8,Sample Data,臺北市,松山測站
2026-06-29 20:00:00,松山測站,臺北市,60.4,27.6,53.5,58.5,0.517,1.09,101.4,Sample Data,臺北市,松山測站
2026-06-29 21:00:00,松山測站,臺北市,58.3,37.4,56.1,48.8,0.558,2.21,43.2,Sample Data,臺北市,松山測站
2026-06-29 22:00:00,松山測站,臺北市,62.0,38.2,59.4,55.3,0.607,2.68,170.7,Sample Data,臺北市,松山測站
2026-06-29 23:00:00,松山測站,臺北市,53.9,33.2,50.9,40.8,0.541,2.09,34.6,Sample Data,臺北市,松山測站
2026-06-30 00:00:00,松山測站,臺北市,58.6,37.3,61.5,52.4,0.56,2.56,47.9,Sample Data,臺北市,松山測站
2026-06-30 01:00:00,松山測站,臺北市,52.3,30.7,61.1,42.8,0.619,3.13,111.6,Sample Data,臺北市,松山測站
2026-06-30 02:00:00,松山測站,臺北市,51.7,30.5,49.0,40.0,0.489,1.64,142.1,Sample Data,臺北市,松山測站
2026-06-30 03:00:00,松山測站,臺北市,52.7,25.3,40.9,42.9,0.582,2.52,70.5,Sample Data,臺北市,松山測站
2026-06-30 04:00:00,松山測站,臺北市,46.2,30.1,60.1,39.6,0.494,1.71,102.4,Sample Data,臺北市,松山測站
2026-06-30 05:00:00,松山測站,臺北市,54.8,30.5,58.7,33.9,0.51,2.69,100.9,Sample Data,臺北市,松山測站
2026-06-30 06:00:00,松山測站,臺北市,58.6,32.9,63.2,41.7,0.501,0.94,23.6,Sample Data,臺北市,松山測站
2026-06-30 07:00:00,松山測站,臺北市,61.6,32.9,61.9,25.7,0.593,3.47,67.0,Sample Data,臺北市,松山測站
2026-06-30 08:00:00,松山測站,臺北市,61.6,30.5,56.3,42.4,0.665,2.14,236.8,Sample Data,臺北市,松山測站
2026-06-30 09:00:00,松山測站,臺北市,62.1,38.2,74.5,39.2,0.735,2.97,96.1,Sample Data,臺北市,松山測站
2026-06-30 10:00:00,松山測站,臺北市,63.1,32.1,58.4,39.5,0.594,2.37,156.5,Sample Data,臺北市,松山測站
2026-06-30 11:00:00,松山測站,臺北市,57.1,25.9,47.2,34.0,0.549,2.5,102.9,Sample Data,臺北市,松山測站
2026-06-30 12:00:00,松山測站,臺北市,57.7,27.8,46.0,41.9,0.568,1.73,183.8,Sample Data,臺北市,松山測站
2026-06-30 13:00:00,松山測站,臺北市,53.8,25.2,38.1,42.6,0.531,2.46,159.4,Sample Data,臺北市,松山測站
2026-06-30 14:00:00,松山測站,臺北市,59.4,28.9,52.7,48.3,0.531,2.11,12.4,Sample Data,臺北市,松山測站
2026-06-30 15:00:00,松山測站,臺北市,48.4,27.1,45.8,46.7,0.495,3.29,115.8,Sample Data,臺北市,松山測站
2026-06-30 16:00:00,松山測站,臺北市,55.6,32.8,55.8,50.7,0.537,3.57,121.8,Sample Data,臺北市,松山測站
2026-06-30 17:00:00,松山測站,臺北市,130.4,45.5,68.2,67.4,0.921,1.85,124.8,Sample Data,臺北市,松山測站
2026-06-30 18:00:00,松山測站,臺北市,69.0,38.0,69.6,58.1,0.677,0.96,144.5,Sample Data,臺北市,松山測站
2026-06-30 19:00:00,松山測站,臺北市,59.0,32.5,60.4,61.3,0.552,2.7,152.2,Sample Data,臺北市,松山測站
2026-06-30 20:00:00,松山測站,臺北市,61.5,32.8,69.3,60.6,0.588,2.79,104.7,Sample Data,臺北市,松山測站
2026-06-30 21:00:00,松山測站,臺北市,58.2,34.8,53.6,55.9,0.582,3.26,186.9,Sample Data,臺北市,松山測站
2026-06-30 22:00:00,松山測站,臺北市,55.2,32.3,65.8,35.6,0.457,2.78,200.3,Sample Data,臺北市,松山測站
2026-06-30 23:00:00,松山測站,臺北市,50.4,28.0,43.9,56.1,0.52,2.81,265.9,Sample Data,臺北市,松山測站
2026-07-01 00:00:00,松山測站,臺北市,56.6,28.6,51.3,41.0,0.537,1.93,230.8,Sample Data,臺北市,松山測站
2026-07-01 01:00:00,松山測站,臺北市,56.4,30.7,56.1,46.6,0.499,1.72,243.8,Sample Data,臺北市,松山測站
2026-07-01 02:00:00,松山測站,臺北市,54.5,26.8,47.7,35.2,0.551,2.99,206.6,Sample Data,臺北市,松山測站
2026-07-01 03:00:00,松山測站,臺北市,60.2,28.2,53.6,38.6,0.61,3.43,287.7,Sample Data,臺北市,松山測站
2026-07-01 04:00:00,松山測站,臺北市,64.7,33.2,61.4,40.3,0.594,2.91,188.7,Sample Data,臺北市,松山測站
2026-07-01 05:00:00,松山測站,臺北市,56.7,30.4,51.4,37.7,0.583,2.18,236.6,Sample Data,臺北市,松山測站
2026-07-01 06:00:00,松山測站,臺北市,66.0,30.1,45.0,31.2,0.542,1.61,200.9,Sample Data,臺北市,松山測站
2026-07-01 07:00:00,松山測站,臺北市,66.9,33.1,54.4,39.0,0.619,2.74,85.1,Sample Data,臺北市,松山測站
2026-07-01 08:00:00,松山測站,臺北市,68.5,27.9,44.4,42.6,0.666,2.43,176.5,Sample Data,臺北市,松山測站
2026-07-01 09:00:00,松山測站,臺北市,71.3,33.5,68.7,37.8,0.66,2.72,154.5,Sample Data,臺北市,松山測站
2026-07-01 10:00:00,松山測站,臺北市,70.1,36.9,63.3,37.7,0.587,2.64,157.4,Sample Data,臺北市,松山測站
2026-07-01 11:00:00,松山測站,臺北市,64.3,29.7,56.0,51.3,0.517,3.37,221.2,Sample Data,臺北市,松山測站
2026-07-01 12:00:00,松山測站,臺北市,62.6,33.4,58.5,49.1,0.555,3.16,180.6,Sample Data,臺北市,松山測站
2026-07-01 13:00:00,松山測站,臺北市,60.2,29.2,61.0,44.7,0.557,1.62,206.4,Sample Data,臺北市,松山測站
2026-07-01 14:00:00,松山測站,臺北市,53.7,28.1,48.5,57.0,0.506,3.49,235.4,Sample Data,臺北市,松山測站
2026-07-01 15:00:00,松山測站,臺北市,63.1,34.4,55.5,48.6,0.51,3.49,260.9,Sample Data,臺北市,松山測站
2026-07-01 16:00:00,松山測站,臺北市,65.4,31.9,58.2,53.4,0.559,3.19,314.9,Sample Data,臺北市,松山測站
2026-07-01 17:00:00,松山測站,臺北市,72.0,38.2,66.6,58.3,0.653,2.6,170.6,Sample Data,臺北市,松山測站
2026-07-01 18:00:00,松山測站,臺北市,74.3,31.8,65.6,60.6,0.708,2.02,170.6,Sample Data,臺北市,松山測站
2026-07-01 19:00:00,松山測站,臺北市,68.7,34.8,71.8,54.7,0.625,1.59,261.8,Sample Data,臺北市,松山測站
2026-07-01 20:00:00,松山測站,臺北市,67.5,32.0,59.2,54.5,0.69,2.23,226.6,Sample Data,臺北市,松山測站
2026-07-01 21:00:00,松山測站,臺北市,54.5,28.4,46.8,56.9,0.531,3.38,246.4,Sample Data,臺北市,松山測站
2026-07-01 22:00:00,松山測站,臺北市,63.3,32.9,68.2,42.9,0.481,1.98,246.8,Sample Data,臺北市,松山測站
2026-07-01 23:00:00,松山測站,臺北市,65.6,35.2,58.5,55.0,0.602,3.0,264.0,Sample Data,臺北市,松山測站
2026-07-02 00:00:00,松山測站,臺北市,58.8,34.2,57.0,52.9,0.438,1.42,186.7,Sample Data,臺北市,松山測站
2026-07-02 01:00:00,松山測站,臺北市,59.9,31.6,57.0,41.5,0.688,3.66,232.4,Sample Data,臺北市,松山測站
2026-07-02 02:00:00,松山測站,臺北市,60.0,29.0,49.3,38.7,0.561,1.28,216.1,Sample Data,臺北市,松山測站
2026-07-02 03:00:00,松山測站,臺北市,62.8,34.2,54.1,44.6,0.539,2.81,260.4,Sample Data,臺北市,松山測站
2026-07-02 04:00:00,松山測站,臺北市,55.9,30.5,57.5,37.1,0.623,3.16,249.9,Sample Data,臺北市,松山測站
2026-07-02 05:00:00,松山測站,臺北市,68.5,40.2,66.4,35.6,0.68,1.55,194.3,Sample Data,臺北市,松山測站
2026-07-02 06:00:00,松山測站,臺北市,65.8,35.1,50.8,35.1,0.558,1.71,35.5,Sample Data,臺北市,松山測站
2026-07-02 07:00:00,松山測站,臺北市,73.6,38.3,59.2,36.6,0.498,1.25,173.4,Sample Data,臺北市,松山測站
2026-07-02 08:00:00,松山測站,臺北市,62.6,29.4,56.3,42.1,0.599,2.91,226.5,Sample Data,臺北市,松山測站
2026-07-02 09:00:00,松山測站,臺北市,74.7,38.1,77.4,43.1,0.608,1.42,213.9,Sample Data,臺北市,松山測站
2026-07-02 10:00:00,松山測站,臺北市,68.6,35.4,62.9,43.1,0.637,3.37,352.2,Sample Data,臺北市,松山測站
2026-07-02 11:00:00,松山測站,臺北市,59.6,37.4,66.7,40.7,0.543,1.14,275.6,Sample Data,臺北市,松山測站
2026-07-02 12:00:00,松山測站,臺北市,54.9,34.1,56.9,42.6,0.505,2.03,330.6,Sample Data,臺北市,松山測站
2026-07-02 13:00:00,松山測站,臺北市,62.2,38.1,62.8,45.9,0.616,2.06,288.3,Sample Data,臺北市,松山測站
2026-07-02 14:00:00,松山測站,臺北市,62.5,30.5,62.4,50.3,0.655,3.38,273.4,Sample Data,臺北市,松山測站
2026-07-02 15:00:00,松山測站,臺北市,66.8,32.2,44.3,57.7,0.616,2.16,2.6,Sample Data,臺北市,松山測站
2026-07-02 16:00:00,松山測站,臺北市,56.7,25.6,43.8,51.5,0.484,2.43,50.2,Sample Data,臺北市,松山測站
2026-07-02 17:00:00,松山測站,臺北市,74.0,36.3,54.2,47.8,0.645,2.8,216.3,Sample Data,臺北市,松山測站
2026-07-02 18:00:00,松山測站,臺北市,67.5,30.7,54.8,47.2,0.632,2.83,292.2,Sample Data,臺北市,松山測站
2026-07-02 19:00:00,松山測站,臺北市,57.1,28.7,37.2,51.9,0.493,3.0,271.9,Sample Data,臺北市,松山測站
2026-07-02 20:00:00,松山測站,臺北市,68.8,36.2,69.1,57.4,0.533,3.12,270.2,Sample Data,臺北市,松山測站
2026-07-02 21:00:00,松山測站,臺北市,61.0,32.6,59.2,56.9,0.585,1.27,308.2,Sample Data,臺北市,松山測站
2026-07-02 22:00:00,松山測站,臺北市,65.3,28.0,45.7,53.8,0.612,3.63,343.8,Sample Data,臺北市,松山測站
2026-07-02 23:00:00,松山測站,臺北市,63.6,41.4,71.3,52.1,0.605,1.98,264.2,Sample Data,臺北市,松山測站
2026-07-03 00:00:00,松山測站,臺北市,71.0,36.0,69.9,49.6,0.605,2.65,252.9,Sample Data,臺北市,松山測站
2026-07-03 01:00:00,松山測站,臺北市,60.9,38.4,57.4,43.2,0.55,2.21,306.2,Sample Data,臺北市,松山測站
2026-07-03 02:00:00,松山測站,臺北市,63.5,28.0,57.4,45.1,0.526,3.28,38.5,Sample Data,臺北市,松山測站
2026-07-03 03:00:00,松山測站,臺北市,63.7,28.7,58.7,35.0,0.582,2.61,3.6,Sample Data,臺北市,松山測站
2026-07-03 04:00:00,松山測站,臺北市,60.2,33.3,71.0,27.2,0.551,2.28,239.6,Sample Data,臺北市,松山測站
2026-07-03 05:00:00,松山測站,臺北市,61.4,36.5,55.8,33.9,0.539,3.42,309.2,Sample Data,臺北市,松山測站
2026-07-03 06:00:00,松山測站,臺北市,66.4,28.3,58.7,37.2,0.625,1.33,47.0,Sample Data,臺北市,松山測站
2026-07-03 07:00:00,松山測站,臺北市,66.1,33.2,47.0,40.3,0.607,2.78,344.5,Sample Data,臺北市,松山測站
2026-07-03 08:00:00,松山測站,臺北市,71.7,34.0,54.5,44.3,0.69,1.65,110.6,Sample Data,臺北市,松山測站
2026-07-03 09:00:00,松山測站,臺北市,72.1,38.2,62.5,39.4,0.643,3.22,1.0,Sample Data,臺北市,松山測站
2026-07-03 10:00:00,松山測站,臺北市,58.3,34.5,56.9,41.2,0.544,1.77,306.2,Sample Data,臺北市,松山測站
2026-07-03 11:00:00,松山測站,臺北市,50.9,30.9,51.7,26.4,0.46,3.31,320.4,Sample Data,臺北市,松山測站
2026-07-03 12:00:00,松山測站,臺北市,58.8,27.9,43.5,43.5,0.676,3.48,343.1,Sample Data,臺北市,松山測站
2026-07-03 13:00:00,松山測站,臺北市,53.5,29.9,56.4,41.8,0.608,2.41,129.5,Sample Data,臺北市,松山測站
2026-07-03 14:00:00,松山測站,臺北市,57.5,37.1,71.3,43.8,0.511,2.76,60.4,Sample Data,臺北市,松山測站
2026-07-03 15:00:00,松山測站,臺北市,58.9,28.3,42.4,42.1,0.566,3.2,8.3,Sample Data,臺北市,松山測站
2026-07-03 16:00:00,松山測站,臺北市,49.8,29.4,55.4,43.0,0.497,3.73,36.7,Sample Data,臺北市,松山測站
2026-07-03 17:00:00,松山測站,臺北市,66.1,34.2,67.0,51.1,0.639,1.36,33.1,Sample Data,臺北市,松山測站
2026-07-03 18:00:00,松山測站,臺北市,65.0,31.7,45.8,50.6,0.572,1.56,35.8,Sample Data,臺北市,松山測站
2026-07-03 19:00:00,松山測站,臺北市,57.0,33.8,55.1,50.7,0.618,2.67,9.4,Sample Data,臺北市,松山測站
2026-07-03 20:00:00,松山測站,臺北市,62.4,26.6,57.7,54.8,0.58,2.75,73.3,Sample Data,臺北市,松山測站
2026-07-03 21:00:00,松山測站,臺北市,46.9,24.2,42.4,54.8,0.487,1.22,317.3,Sample Data,臺北市,松山測站
2026-07-03 22:00:00,松山測站,臺北市,40.9,27.1,51.1,50.9,0.534,2.54,272.6,Sample Data,臺北市,松山測站
2026-07-03 23:00:00,松山測站,臺北市,56.4,33.2,62.4,43.9,0.649,1.78,74.2,Sample Data,臺北市,松山測站
2026-07-04 00:00:00,松山測站,臺北市,37.0,24.1,45.4,44.9,0.468,2.63,111.0,Sample Data,臺北市,松山測站
2026-07-04 01:00:00,松山測站,臺北市,44.0,23.2,43.0,42.6,0.411,2.11,7.0,Sample Data,臺北市,松山測站
2026-07-04 02:00:00,松山測站,臺北市,43.1,24.2,41.3,41.5,0.526,2.52,20.4,Sample Data,臺北市,松山測站
2026-07-04 03:00:00,松山測站,臺北市,45.6,26.5,46.5,34.4,0.439,2.71,85.1,Sample Data,臺北市,松山測站
2026-07-04 04:00:00,松山測站,臺北市,37.4,27.1,52.2,32.9,0.386,1.82,49.6,Sample Data,臺北市,松山測站
2026-07-04 05:00:00,松山測站,臺北市,52.2,23.9,39.9,34.7,0.556,2.01,44.4,Sample Data,臺北市,松山測站
2026-07-04 06:00:00,松山測站,臺北市,42.3,21.1,28.9,30.1,0.412,1.65,44.4,Sample Data,臺北市,松山測站
2026-07-04 07:00:00,松山測站,臺北市,50.5,31.2,53.7,34.6,0.599,1.78,54.0,Sample Data,臺北市,松山測站
2026-07-04 08:00:00,松山測站,臺北市,61.4,36.5,55.7,42.1,0.598,2.52,48.0,Sample Data,臺北市,松山測站
2026-07-04 09:00:00,松山測站,臺北市,51.9,31.3,50.0,35.5,0.493,2.88,223.3,Sample Data,臺北市,松山測站
2026-07-04 10:00:00,松山測站,臺北市,40.9,28.8,44.6,34.0,0.513,3.48,76.6,Sample Data,臺北市,松山測站
2026-07-04 11:00:00,松山測站,臺北市,51.9,23.4,38.4,42.8,0.466,1.93,77.0,Sample Data,臺北市,松山測站
2026-07-04 12:00:00,松山測站,臺北市,44.2,29.5,50.9,42.6,0.491,2.47,351.1,Sample Data,臺北市,松山測站
2026-07-04 13:00:00,松山測站,臺北市,46.5,21.9,27.2,41.8,0.495,3.4,65.2,Sample Data,臺北市,松山測站
2026-07-04 14:00:00,松山測站,臺北市,41.3,26.4,44.0,41.1,0.465,1.55,99.4,Sample Data,臺北市,松山測站
2026-07-04 15:00:00,松山測站,臺北市,37.9,29.3,66.9,39.6,0.455,3.95,146.5,Sample Data,臺北市,松山測站
2026-07-04 16:00:00,松山測站,臺北市,45.9,29.7,58.5,45.0,0.494,1.47,91.4,Sample Data,臺北市,松山測站
2026-07-04 17:00:00,松山測站,臺北市,54.1,30.3,53.5,52.8,0.501,2.28,4.5,Sample Data,臺北市,松山測站
2026-07-04 18:00:00,松山測站,臺北市,47.8,27.9,45.4,53.2,0.481,2.74,82.2,Sample Data,臺北市,松山測站
2026-07-04 19:00:00,松山測站,臺北市,56.2,29.9,55.0,47.5,0.521,1.58,115.6,Sample Data,臺北市,松山測站
2026-07-04 20:00:00,松山測站,臺北市,47.0,36.4,58.2,45.9,0.479,2.67,328.1,Sample Data,臺北市,松山測站
2026-07-04 21:00:00,松山測站,臺北市,47.9,35.2,60.8,53.9,0.5,2.16,333.8,Sample Data,臺北市,松山測站
2026-07-04 22:00:00,松山測站,臺北市,47.9,29.2,58.4,46.0,0.482,2.99,28.4,Sample Data,臺北市,松山測站
2026-07-04 23:00:00,松山測站,臺北市,49.0,25.6,45.8,51.3,0.518,1.89,75.9,Sample Data,臺北市,松山測站
2026-07-05 00:00:00,松山測站,臺北市,43.6,28.6,55.2,42.4,0.415,2.26,158.3,Sample Data,臺北市,松山測站
2026-07-05 01:00:00,松山測站,臺北市,36.5,26.2,49.9,37.6,0.528,3.07,38.9,Sample Data,臺北市,松山測站
2026-07-05 02:00:00,松山測站,臺北市,46.8,26.9,41.4,37.4,0.548,2.03,80.0,Sample Data,臺北市,松山測站
2026-07-05 03:00:00,松山測站,臺北市,40.5,26.0,44.4,42.5,0.586,1.94,120.9,Sample Data,臺北市,松山測站
2026-07-05 04:00:00,松山測站,臺北市,38.8,25.0,41.4,29.1,0.457,1.83,166.3,Sample Data,臺北市,松山測站
2026-07-05 05:00:00,松山測站,臺北市,42.1,36.5,56.5,30.9,0.484,1.73,216.8,Sample Data,臺北市,松山測站
2026-07-05 06:00:00,松山測站,臺北市,56.0,32.3,56.5,30.8,0.62,3.02,131.2,Sample Data,臺北市,松山測站
2026-07-05 07:00:00,松山測站,臺北市,42.3,25.2,48.2,36.0,0.402,2.85,184.9,Sample Data,臺北市,松山測站
2026-07-05 08:00:00,松山測站,臺北市,48.2,29.5,48.6,25.9,0.493,2.33,123.9,Sample Data,臺北市,松山測站
2026-07-05 09:00:00,松山測站,臺北市,52.1,29.2,54.1,34.0,0.508,2.57,29.3,Sample Data,臺北市,松山測站
2026-07-05 10:00:00,松山測站,臺北市,101.1,42.4,73.5,41.0,0.775,1.85,147.4,Sample Data,臺北市,松山測站
2026-07-05 11:00:00,松山測站,臺北市,45.7,31.0,63.7,35.9,0.392,3.13,208.2,Sample Data,臺北市,松山測站
2026-07-05 12:00:00,松山測站,臺北市,49.7,27.3,47.6,46.3,0.473,2.38,185.1,Sample Data,臺北市,松山測站
2026-07-05 13:00:00,松山測站,臺北市,46.8,25.9,47.6,42.0,0.514,2.4,228.3,Sample Data,臺北市,松山測站
2026-07-05 14:00:00,松山測站,臺北市,43.1,26.6,43.9,37.1,0.42,1.2,151.8,Sample Data,臺北市,松山測站
2026-07-05 15:00:00,松山測站,臺北市,44.3,27.5,42.1,46.5,0.476,3.08,179.1,Sample Data,臺北市,松山測站
2026-07-05 16:00:00,松山測站,臺北市,49.4,29.4,57.8,43.1,0.548,1.78,233.7,Sample Data,臺北市,松山測站
2026-07-05 17:00:00,松山測站,臺北市,60.8,33.5,47.9,55.7,0.551,2.55,207.0,Sample Data,臺北市,松山測站
