datetime,site_name,county,aqi,pm25,pm10,o3,co,wind_speed,wind_directions
2026-07-26 09:00:00,西屯測站,臺中市,75.1,41.2,58.5,39.5,,1.4,302.3
2026-07-26 10:00:00,西屯測站,臺中市,76.3,37.9,57.7,45.4,0.663,2.23,297.9
2026-07-26 11:00:00,西屯測站,臺中市,65.0,39.5,76.1,44.5,0.624,3.53,266.9
2026-07-26 12:00:00,西屯測站,臺中市,66.3,38.8,57.7,46.7,0.526,1.56,282.4
2026-07-26 13:00:00,西屯測站,臺中市,66.6,42.6,76.4,50.5,0.633,1.32,304.9
2026-07-26 14:00:00,西屯測站,臺中市,65.8,37.6,69.8,47.9,0.598,2.93,255.4
2026-07-26 15:00:00,西屯測站,臺中市,68.6,42.4,73.4,45.2,0.594,1.17,238.9
2026-07-26 16:00:00,西屯測站,臺中市,80.3,46.4,70.7,52.2,0.679,2.63,256.0
2026-07-26 17:00:00,西屯測站,臺中市,73.3,38.2,65.6,56.2,0.633,3.0,250.6
2026-07-26 18:00:00,西屯測站,臺中市,82.9,40.1,53.8,59.0,0.756,2.58,329.2
2026-07-26 19:00:00,西屯測站,臺中市,70.6,38.7,70.5,60.2,0.62,2.06,351.2
2026-07-26 20:00:00,西屯測站,臺中市,74.4,41.3,80.4,59.0,0.604,3.03,325.4
2026-07-26 21:00:00,西屯測站,臺中市,71.4,43.8,83.6,54.9,0.719,1.73,356.0
2026-07-26 22:00:00,西屯測站,臺中市,67.5,41.6,60.2,55.6,0.615,1.85,27.2
2026-07-26 23:00:00,西屯測站,臺中市,70.1,39.5,68.9,51.9,0.593,2.79,294.6
2026-07-27 00:00:00,西屯測站,臺中市,76.5,44.1,81.3,48.5,0.574,2.78,205.8
2026-07-27 01:00:00,西屯測站,臺中市,79.9,43.5,72.5,43.4,0.68,1.21,354.6
2026-07-27 02:00:00,西屯測站,臺中市,70.7,39.5,68.7,49.9,0.585,2.24,295.1
2026-07-27 03:00:00,西屯測站,臺中市,72.9,39.2,55.7,44.9,0.628,2.58,327.1
2026-07-27 04:00:00,西屯測站,臺中市,69.7,41.3,64.4,39.9,0.622,2.43,64.1
2026-07-27 05:00:00,西屯測站,臺中市,76.1,42.5,66.2,40.1,0.566,2.05,349.5
2026-07-27 06:00:00,西屯測站,臺中市,73.3,41.2,76.9,39.4,0.691,1.3,93.9
2026-07-27 07:00:00,西屯測站,臺中市,80.8,45.1,65.0,37.0,0.639,2.82,268.9
2026-07-27 08:00:00,西屯測站,臺中市,78.2,43.3,69.7,36.9,0.572,2.54,66.8
2026-07-27 09:00:00,西屯測站,臺中市,78.6,39.4,72.8,40.9,0.725,2.8,1.1
2026-07-27 10:00:00,西屯測站,臺中市,66.4,37.9,56.2,41.0,0.607,1.14,38.3
2026-07-27 11:00:00,西屯測站,臺中市,72.5,42.5,71.2,48.7,0.618,3.29,307.8
2026-07-27 12:00:00,西屯測站,臺中市,77.5,39.9,59.4,51.3,0.631,2.67,357.8
2026-07-27 13:00:00,西屯測站,臺中市,64.3,31.0,62.1,34.3,0.601,2.83,323.7
2026-07-27 14:00:00,西屯測站,臺中市,66.7,40.0,76.9,54.9,0.654,2.15,279.6
2026-07-27 15:00:00,西屯測站,臺中市,70.8,42.6,79.0,55.7,0.644,2.06,37.6
2026-07-27 16:00:00,西屯測站,臺中市,85.5,40.1,86.5,53.0,0.737,2.85,290.8
2026-07-27 17:00:00,西屯測站,臺中市,80.1,42.4,69.0,63.1,0.656,1.81,350.4
2026-07-27 18:00:00,西屯測站,臺中市,75.6,38.9,65.3,59.2,0.7,2.36,351.9
2026-07-27 19:00:00,西屯測站,臺中市,70.9,41.9,75.4,57.8,0.644,2.44,11.6
2026-07-27 20:00:00,西屯測站,臺中市,69.2,38.8,55.7,50.6,0.667,1.62,25.9
2026-07-27 21:00:00,西屯測站,臺中市,72.6,41.4,67.4,57.5,0.692,2.78,270.2
2026-07-27 22:00:00,西屯測站,臺中市,78.5,38.9,64.6,57.8,0.658,1.75,103.2
2026-07-27 23:00:00,西屯測站,臺中市,66.3,35.2,65.3,55.5,0.625,3.99,16.0
2026-07-28 00:00:00,西屯測站,臺中市,65.7,41.9,75.0,37.0,0.589,2.25,28.3
2026-07-28 01:00:00,西屯測站,臺中市,61.0,41.4,82.3,45.1,0.596,3.39,49.7
2026-07-28 02:00:00,西屯測站,臺中市,69.4,41.1,65.2,43.9,0.639,2.35,358.3
2026-07-28 03:00:00,西屯測站,臺中市,64.1,34.8,63.6,48.7,0.652,1.62,56.1
2026-07-28 04:00:00,西屯測站,臺中市,66.8,39.3,75.5,47.8,0.577,2.55,268.9
2026-07-28 05:00:00,西屯測站,臺中市,71.5,44.7,83.9,41.9,0.621,2.57,35.2
2026-07-28 06:00:00,西屯測站,臺中市,80.0,41.2,75.6,44.6,0.609,2.77,87.2
2026-07-28 07:00:00,西屯測站,臺中市,63.8,35.1,63.3,34.9,0.638,1.73,32.0
2026-07-28 08:00:00,西屯測站,臺中市,72.8,43.0,79.8,32.6,0.611,2.74,100.7
2026-07-28 09:00:00,西屯測站,臺中市,70.4,42.5,87.9,39.3,0.467,2.89,37.7
2026-07-28 10:00:00,西屯測站,臺中市,68.7,,65.8,42.9,0.625,1.87,120.6
2026-07-28 11:00:00,西屯測站,臺中市,61.5,36.9,62.6,39.6,0.634,2.59,73.2
2026-07-28 12:00:00,西屯測站,臺中市,65.9,42.0,62.7,48.5,0.6,2.8,49.7
2026-07-28 13:00:00,西屯測站,臺中市,55.1,30.4,60.2,49.0,0.557,1.73,31.9
2026-07-28 14:00:00,西屯測站,臺中市,71.9,37.3,79.5,58.8,0.641,2.0,97.6
2026-07-28 15:00:00,西屯測站,臺中市,71.5,39.2,57.1,49.3,0.682,1.82,86.3
2026-07-28 16:00:00,西屯測站,臺中市,74.6,45.7,86.9,50.9,0.686,3.09,341.1
2026-07-28 17:00:00,西屯測站,臺中市,81.0,41.3,69.7,57.8,0.655,1.43,115.8
2026-07-28 18:00:00,西屯測站,臺中市,71.8,37.3,50.4,54.5,0.646,1.75,143.6
2026-07-28 19:00:00,西屯測站,臺中市,71.6,40.3,69.6,51.4,0.704,2.92,91.8
2026-07-28 20:00:00,西屯測站,臺中市,75.6,41.2,75.0,61.4,0.604,2.16,133.4
2026-07-28 21:00:00,西屯測站,臺中市,72.2,38.9,64.8,47.2,0.586,2.82,98.3
2026-07-28 22:00:00,西屯測站,臺中市,62.3,39.1,64.7,45.5,0.572,2.46,26.9
2026-07-28 23:00:00,西屯測站,臺中市,57.1,36.6,70.8,46.6,0.522,2.16,121.4
2026-07-29 00:00:00,西屯測站,臺中市,69.7,34.1,50.0,51.9,0.671,1.74,159.9
2026-07-29 01:00:00,西屯測站,臺中市,57.3,38.1,74.2,40.4,0.575,3.55,57.5
2026-07-29 02:00:00,西屯測站,臺中市,64.7,42.1,66.7,42.1,0.582,1.64,121.0
2026-07-29 03:00:00,西屯測站,臺中市,64.1,41.3,78.9,43.4,0.655,2.79,218.6
2026-07-29 04:00:00,西屯測站,臺中市,67.7,41.8,67.6,45.5,0.548,2.86,134.6
2026-07-29 05:00:00,西屯測站,臺中市,66.0,34.5,55.2,32.9,0.577,2.82,91.0
2026-07-29 06:00:00,西屯測站,臺中市,71.1,37.8,57.8,33.4,0.581,1.37,154.0
2026-07-29 07:00:00,西屯測站,臺中市,75.6,42.0,62.6,41.3,0.615,1.75,125.8
2026-07-29 08:00:00,西屯測站,臺中市,75.8,48.4,94.9,42.1,0.711,1.62,205.7
2026-07-29 09:00:00,西屯測站,臺中市,74.4,49.4,91.2,40.0,0.701,2.26,131.7
2026-07-29 10:00:00,西屯測站,臺中市,75.1,41.0,67.8,49.3,0.577,2.32,164.4
2026-07-29 11:00:00,西屯測站,臺中市,68.2,36.6,60.2,39.4,0.501,2.56,93.0
2026-07-29 12:00:00,西屯測站,臺中市,69.9,40.2,73.9,40.6,0.572,2.09,81.1
2026-07-29 13:00:00,西屯測站,臺中市,70.3,40.0,77.3,48.0,0.593,2.54,178.6
2026-07-29 14:00:00,西屯測站,臺中市,79.9,46.6,84.1,51.2,0.689,1.48,120.8
2026-07-29 15:00:00,西屯測站,臺中市,63.9,37.5,56.6,45.7,0.634,2.68,73.3
2026-07-29 16:00:00,西屯測站,臺中市,73.3,36.9,69.3,54.5,0.586,1.76,131.0
2026-07-29 17:00:00,西屯測站,臺中市,75.5,46.2,73.6,57.3,0.582,1.65,162.3
2026-07-29 18:00:00,西屯測站,臺中市,71.3,42.0,73.7,58.5,0.526,3.18,75.8
2026-07-29 19:00:00,西屯測站,臺中市,75.8,44.1,62.6,53.6,0.655,2.55,104.1
2026-07-29 20:00:00,西屯測站,臺中市,76.3,37.8,,58.1,0.639,2.99,181.3
2026-07-29 21:00:00,西屯測站,臺中市,68.9,41.6,74.5,54.8,0.567,1.85,208.4
2026-07-29 22:00:00,西屯測站,臺中市,65.8,39.8,66.2,48.5,0.702,3.56,201.6
2026-07-29 23:00:00,西屯測站,臺中市,75.9,41.4,80.7,48.0,0.771,1.2,193.4
2026-06-30 00:00:00,安南測站,臺南市,79.4,45.8,89.2,54.1,0.658,2.09,107.3
2026-06-30 01:00:00,安南測站,臺南市,87.2,49.5,90.8,47.8,0.738,1.92,217.2
2026-06-30 02:00:00,安南測站,臺南市,70.8,48.6,75.8,47.2,0.654,1.32,278.3
2026-06-30 03:00:00,安南測站,臺南市,80.4,44.2,69.5,46.5,0.687,2.15,133.8
2026-06-30 04:00:00,安南測站,臺南市,81.6,46.0,76.3,47.5,0.715,4.02,213.2
2026-06-30 05:00:00,安南測站,臺南市,81.9,44.6,57.7,45.8,0.606,2.74,192.6
2026-06-30 06:00:00,安南測站,臺南市,85.7,47.4,82.4,42.6,0.643,2.7,144.4
2026-06-30 07:00:00,安南測站,臺南市,81.5,48.0,84.5,43.0,0.647,2.62,261.2
2026-06-30 08:00:00,安南測站,臺南市,90.0,45.5,91.0,39.3,0.727,2.54,176.4
2026-06-30 09:00:00,安南測站,臺南市,89.0,51.4,78.9,43.5,0.768,3.14,201.6
2026-06-30 10:00:00,安南測站,臺南市,82.6,50.0,93.9,44.1,0.738,3.07,158.2
2026-06-30 11:00:00,安南測站,臺南市,83.9,45.4,81.1,45.1,0.689,2.75,296.3
2026-06-30 12:00:00,安南測站,臺南市,82.9,47.3,93.5,50.4,0.682,2.15,235.8
2026-06-30 13:00:00,安南測站,臺南市,85.3,50.2,97.3,58.4,0.739,2.02,127.3
2026-06-30 14:00:00,安南測站,臺南市,83.0,51.6,80.1,53.7,0.722,1.82,174.2
2026-06-30 15:00:00,安南測站,臺南市,87.6,45.8,85.7,60.1,0.791,2.64,262.4
2026-06-30 16:00:00,安南測站,臺南市,89.6,47.9,84.7,54.5,0.69,2.91,160.2
2026-06-30 17:00:00,安南測站,臺南市,84.4,49.0,87.2,62.9,0.705,1.63,301.6
2026-06-30 18:00:00,安南測站,臺南市,95.4,50.0,84.3,61.3,0.653,2.45,272.0
2026-06-30 19:00:00,安南測站,臺南市,79.3,47.6,83.7,58.5,0.649,3.3,298.7
2026-06-30 20:00:00,安南測站,臺南市,84.1,48.2,77.1,59.7,0.706,1.65,337.0
2026-06-30 21:00:00,安南測站,臺南市,83.5,42.9,68.7,55.5,0.693,2.48,176.5
2026-06-30 22:00:00,安南測站,臺南市,81.2,47.5,68.6,57.3,0.653,2.63,274.6
2026-06-30 23:00:00,安南測站,臺南市,81.2,47.9,85.1,56.7,0.785,1.88,241.2
2026-07-01 00:00:00,安南測站,臺南市,79.3,42.9,69.8,55.1,0.673,1.94,224.9
2026-07-01 01:00:00,安南測站,臺南市,78.1,44.1,72.0,56.9,0.555,2.36,270.0
2026-07-01 02:00:00,安南測站,臺南市,83.8,45.3,69.4,52.8,0.642,1.11,281.9
2026-07-01 03:00:00,安南測站,臺南市,78.2,48.9,92.3,42.6,0.636,2.34,282.8
2026-07-01 04:00:00,安南測站,臺南市,87.0,50.1,88.5,50.9,0.678,1.94,245.7
2026-07-01 05:00:00,安南測站,臺南市,87.5,45.1,61.3,42.5,0.75,1.93,261.7
2026-07-01 06:00:00,安南測站,臺南市,90.6,45.7,79.4,45.2,0.76,2.88,306.4
2026-07-01 07:00:00,安南測站,臺南市,89.5,47.4,95.3,44.1,0.663,1.94,312.4
2026-07-01 08:00:00,安南測站,臺南市,94.9,48.2,91.9,47.7,0.759,2.24,210.9
2026-07-01 09:00:00,安南測站,臺南市,94.4,52.9,95.6,48.0,0.771,1.98,327.8
2026-07-01 10:00:00,安南測站,臺南市,81.7,46.7,89.4,48.5,0.661,1.73,191.9
2026-07-01 11:00:00,安南測站,臺南市,84.2,48.8,86.3,51.2,0.632,1.99,253.7
2026-07-01 12:00:00,安南測站,臺南市,85.8,47.9,88.4,50.7,0.66,2.38,35.0
2026-07-01 13:00:00,安南測站,臺南市,86.6,50.6,87.9,50.6,0.658,2.03,297.0
2026-07-01 14:00:00,安南測站,臺南市,80.9,47.0,93.9,53.5,0.684,2.81,324.5
2026-07-01 15:00:00,安南測站,臺南市,85.9,41.3,63.4,55.6,0.707,2.99,38.3
2026-07-01 16:00:00,安南測站,臺南市,83.9,43.2,64.2,52.5,0.679,2.5,232.3
2026-07-01 17:00:00,安南測站,臺南市,85.9,45.7,75.9,58.0,0.692,3.63,250.4
2026-07-01 18:00:00,安南測站,臺南市,88.4,50.3,97.7,68.0,0.717,0.64,311.3
2026-07-01 19:00:00,安南測站,臺南市,87.6,52.2,82.3,66.3,0.744,1.8,304.7
2026-07-01 20:00:00,安南測站,臺南市,94.7,43.8,78.3,62.0,0.763,2.01,268.9
2026-07-01 21:00:00,安南測站,臺南市,80.7,48.5,69.5,58.5,0.639,1.28,318.9
2026-07-01 22:00:00,安南測站,臺南市,86.4,47.8,94.1,62.1,0.802,3.06,262.7
2026-07-01 23:00:00,安南測站,臺南市,85.5,48.3,82.8,63.6,0.747,1.35,321.8
2026-07-02 00:00:00,安南測站,臺南市,82.8,41.7,74.4,53.7,0.583,2.37,23.8
2026-07-02 01:00:00,安南測站,臺南市,79.0,46.1,85.8,43.1,0.611,1.87,279.7
2026-07-02 02:00:00,安南測站,臺南市,87.2,49.8,94.4,54.0,,2.63,46.1
2026-07-02 03:00:00,安南測站,臺南市,85.9,48.2,83.9,56.9,0.701,2.86,313.1
2026-07-02 04:00:00,安南測站,臺南市,82.7,48.5,81.6,43.5,0.729,0.82,316.0
2026-07-02 05:00:00,安南測站,臺南市,88.4,44.5,77.0,40.6,0.694,3.33,303.8
2026-07-02 06:00:00,安南測站,臺南市,76.4,41.1,66.9,45.2,,2.16,358.4
2026-07-02 07:00:00,安南測站,臺南市,84.6,47.7,90.7,38.0,0.705,1.35,315.7
2026-07-02 08:00:00,安南測站,臺南市,88.2,57.1,103.2,41.6,0.625,1.91,89.8
2026-07-02 09:00:00,安南測站,臺南市,89.7,51.2,86.0,45.4,0.671,2.28,24.8
2026-07-02 10:00:00,安南測站,臺南市,86.5,47.3,89.3,43.9,0.764,1.27,260.3
2026-07-02 11:00:00,安南測站,臺南市,75.7,46.3,89.8,51.7,0.642,2.11,310.3
2026-07-02 12:00:00,安南測站,臺南市,87.7,47.6,88.0,51.2,0.738,3.21,33.8
2026-07-02 13:00:00,安南測站,臺南市,82.3,46.9,77.1,50.5,0.678,1.83,30.7
2026-07-02 14:00:00,安南測站,臺南市,80.5,48.8,85.2,56.7,0.653,2.44,83.7
2026-07-02 15:00:00,安南測站,臺南市,74.9,51.0,79.5,53.2,0.634,1.29,58.9
2026-07-02 16:00:00,安南測站,臺南市,75.6,40.8,71.8,52.6,0.69,2.75,7.0
2026-07-02 17:00:00,安南測站,臺南市,90.9,48.3,70.9,55.7,0.771,2.37,7.2
2026-07-02 18:00:00,安南測站,臺南市,94.5,55.4,87.4,61.9,0.689,2.0,326.5
2026-07-02 19:00:00,安南測站,臺南市,77.7,38.9,58.3,57.1,0.685,1.66,321.3
2026-07-02 20:00:00,安南測站,臺南市,80.5,43.8,77.9,58.4,0.646,2.12,113.9
2026-07-02 21:00:00,安南測站,臺南市,78.8,47.4,93.6,56.4,0.657,2.6,359.5
2026-07-02 22:00:00,安南測站,臺南市,73.6,43.2,73.0,53.3,0.705,4.09,358.8
2026-07-02 23:00:00,安南測站,臺南市,75.7,48.3,66.5,60.4,0.675,2.41,112.8
2026-07-03 00:00:00,安南測站,臺南市,77.2,45.4,84.3,56.4,0.682,2.04,133.2
2026-07-03 01:00:00,安南測站,臺南市,72.3,47.3,80.4,51.1,0.627,2.11,38.2
2026-07-03 02:00:00,安南測站,臺南市,69.3,39.5,64.4,42.8,0.605,2.31,42.4
2026-07-03 03:00:00,安南測站,臺南市,81.5,48.6,75.1,49.0,0.649,1.72,163.0
2026-07-03 04:00:00,安南測站,臺南市,69.5,37.0,46.7,37.2,0.568,2.3,295.3
2026-07-03 05:00:00,安南測站,臺南市,81.0,40.8,75.4,45.8,0.683,2.95,31.1
2026-07-03 06:00:00,安南測站,臺南市,76.0,46.5,89.2,41.6,0.654,2.16,76.5
2026-07-03 07:00:00,安南測站,臺南市,92.2,48.4,72.4,45.6,0.613,1.88,105.4
2026-07-03 08:00:00,安南測站,臺南市,81.0,47.0,92.0,32.6,0.595,1.94,15.8
2026-07-03 09:00:00,安南測站,臺南市,82.3,45.9,68.1,41.9,0.683,2.34,71.1
2026-07-03 10:00:00,安南測站,臺南市,65.7,43.0,69.6,42.9,0.605,2.54,140.4
2026-07-03 11:00:00,安南測站,臺南市,79.9,47.0,71.3,40.7,0.66,1.87,293.4
2026-07-03 12:00:00,安南測站,臺南市,69.0,44.6,70.8,45.1,0.615,2.78,36.7
2026-07-03 13:00:00,安南測站,臺南市,76.3,42.0,83.3,45.0,0.61,1.31,29.5
2026-07-03 14:00:00,安南測站,臺南市,73.4,46.7,79.5,45.7,0.593,1.14,118.5
2026-07-03 15:00:00,安南測站,臺南市,78.6,45.8,91.2,54.6,0.724,1.43,61.8
2026-07-03 16:00:00,安南測站,臺南市,75.0,46.9,88.5,57.4,0.724,2.17,53.7
2026-07-03 17:00:00,安南測站,臺南市,83.1,50.0,73.1,51.3,0.689,3.17,15.5
2026-07-03 18:00:00,安南測站,臺南市,79.5,45.0,98.5,60.3,0.703,2.75,19.6
2026-07-03 19:00:00,安南測站,臺南市,83.3,43.9,71.9,60.2,0.732,3.0,356.4
2026-07-03 20:00:00,安南測站,臺南市,66.4,46.4,73.7,56.9,0.641,2.93,79.3
2026-07-03 21:00:00,安南測站,臺南市,79.4,45.0,88.1,54.2,0.621,3.71,49.9
2026-07-03 22:00:00,安南測站,臺南市,74.5,46.6,86.8,56.3,0.591,2.58,72.0
2026-07-03 23:00:00,安南測站,臺南市,80.4,47.6,72.7,50.9,0.676,1.97,59.5
2026-07-04 00:00:00,安南測站,臺南市,60.0,48.7,82.9,44.9,0.589,,47.8
2026-07-04 01:00:00,安南測站,臺南市,64.1,42.3,70.4,44.5,0.562,1.92,126.2
2026-07-04 02:00:00,安南測站,臺南市,75.5,49.1,84.8,53.3,0.651,2.88,139.2
2026-07-04 03:00:00,安南測站,臺南市,63.0,44.3,71.2,40.8,0.624,2.55,142.8
2026-07-04 04:00:00,安南測站,臺南市,61.8,42.6,81.3,38.3,0.54,3.02,139.0
2026-07-04 05:00:00,安南測站,臺南市,68.9,49.7,92.2,40.5,0.59,1.54,136.3
2026-07-04 06:00:00,安南測站,臺南市,58.0,41.7,78.9,35.4,0.494,3.4,107.5
2026-07-04 07:00:00,安南測站,臺南市,70.6,45.6,80.5,36.8,0.616,3.2,154.8
2026-07-04 08:00:00,安南測站,臺南市,77.2,48.1,74.7,41.2,0.677,1.86,69.3
2026-07-04 09:00:00,安南測站,臺南市,80.4,50.8,84.3,40.5,0.707,2.3,318.0
2026-07-04 10:00:00,安南測站,臺南市,70.7,48.6,84.7,41.5,0.621,2.26,200.3
2026-07-04 11:00:00,安南測站,臺南市,64.6,42.0,57.2,45.1,0.641,1.89,197.7
2026-07-04 12:00:00,安南測站,臺南市,59.5,41.4,74.8,42.9,0.56,2.13,138.0
2026-07-04 13:00:00,安南測站,臺南市,74.2,43.1,74.2,49.5,0.662,2.01,223.0
2026-07-04 14:00:00,安南測站,臺南市,71.3,43.5,63.4,47.9,0.648,2.81,167.7
2026-07-04 15:00:00,安南測站,臺南市,70.2,43.1,65.1,48.6,0.568,3.32,113.5
2026-07-04 16:00:00,安南測站,臺南市,75.2,49.1,72.6,51.1,0.732,1.47,125.6
2026-07-04 17:00:00,安南測站,臺南市,78.5,45.2,82.7,56.6,0.688,2.63,127.5
2026-07-04 18:00:00,安南測站,臺南市,72.9,45.1,91.2,57.5,0.592,1.49,127.2
2026-07-04 19:00:00,安南測站,臺南市,69.4,45.2,68.2,58.5,0.659,2.45,226.9
2026-07-04 20:00:00,安南測站,臺南市,82.0,47.4,83.5,55.2,0.734,2.53,205.8
2026-07-04 21:00:00,安南測站,臺南市,69.6,48.6,74.5,52.9,0.69,1.49,129.7
2026-07-04 22:00:00,安南測站,臺南市,85.4,50.3,85.6,51.0,0.692,2.57,257.5
2026-07-04 23:00:00,安南測站,臺南市,60.7,37.6,74.3,53.2,0.588,1.53,60.4
2026-07-05 00:00:00,安南測站,臺南市,70.1,43.5,80.2,46.8,0.565,3.24,131.2
2026-07-05 01:00:00,安南測站,臺南市,68.8,43.4,79.2,51.1,0.579,2.17,273.4
2026-07-05 02:00:00,安南測站,臺南市,65.7,44.9,87.0,43.6,0.699,2.31,197.2
2026-07-05 03:00:00,安南測站,臺南市,69.3,44.1,76.6,34.4,0.636,1.52,229.8
2026-07-05 04:00:00,安南測站,臺南市,72.0,47.1,74.2,40.3,0.549,3.02,102.6
2026-07-05 05:00:00,安南測站,臺南市,79.7,47.4,73.9,43.4,0.64,2.35,235.2
2026-07-05 06:00:00,安南測站,臺南市,73.3,45.6,83.0,41.9,0.608,1.63,195.1
2026-07-05 07:00:00,安南測站,臺南市,80.3,43.3,69.2,44.0,0.641,2.81,177.2
2026-07-05 08:00:00,安南測站,臺南市,86.1,47.3,85.2,41.0,0.628,2.59,291.6
2026-07-05 09:00:00,安南測站,臺南市,91.1,47.2,74.0,44.3,0.711,1.29,125.6
2026-07-05 10:00:00,安南測站,臺南市,79.4,35.5,52.2,39.7,0.697,2.87,268.9
2026-07-05 11:00:00,安南測站,臺南市,74.3,41.4,76.5,37.5,0.703,1.98,240.5
2026-07-05 12:00:00,安南測站,臺南市,65.6,40.0,72.4,43.4,0.621,2.37,241.8
2026-07-05 13:00:00,安南測站,臺南市,72.8,43.9,83.5,49.9,0.767,3.41,121.2
2026-07-05 14:00:00,安南測站,臺南市,74.9,43.8,71.1,52.9,0.52,,337.1
2026-07-05 15:00:00,安南測站,臺南市,78.0,42.7,68.3,52.9,0.579,1.61,202.1
2026-07-05 16:00:00,安南測站,臺南市,86.3,49.1,73.2,61.2,0.647,1.54,250.4
2026-07-05 17:00:00,安南測站,臺南市,82.1,46.7,89.2,63.5,0.64,0.87,191.9
2026-07-05 18:00:00,安南測站,臺南市,80.2,48.7,87.8,55.7,0.588,2.22,231.5
2026-07-05 19:00:00,安南測站,臺南市,87.8,49.6,71.0,58.4,0.745,1.65,147.5
2026-07-05 20:00:00,安南測站,臺南市,85.5,45.8,78.0,59.0,0.755,1.15,318.9
2026-07-05 21:00:00,安南測站,臺南市,75.7,45.7,68.5,53.7,0.622,1.48,350.9
2026-07-05 22:00:00,安南測站,臺南市,74.6,48.4,91.2,54.5,0.645,2.61,251.5
2026-07-05 23:00:00,安南測站,臺南市,68.2,37.9,49.4,52.3,0.593,2.4,186.3
2026-07-06 00:00:00,安南測站,臺南市,84.3,47.9,89.0,58.8,,2.79,264.4
2026-07-06 01:00:00,安南測站,臺南市,84.0,48.0,82.5,47.9,0.649,2.65,279.6
2026-07-06 02:00:00,安南測站,臺南市,75.1,46.6,84.4,43.2,0.624,1.82,341.5
2026-07-06 03:00:00,安南測站,臺南市,85.0,51.2,87.9,52.8,0.65,2.94,216.6
2026-07-06 04:00:00,安南測站,臺南市,83.7,48.7,87.6,41.1,0.709,1.83,187.1
2026-07-06 05:00:00,安南測站,臺南市,85.3,47.1,78.0,45.4,0.648,1.77,318.0
2026-07-06 06:00:00,安南測站,臺南市,86.5,46.6,82.6,44.3,0.593,,191.8
2026-07-06 07:00:00,安南測站,臺南市,97.0,44.5,89.0,46.0,0.72,2.15,330.0
2026-07-06 08:00:00,安南測站,臺南市,94.3,42.9,72.3,44.7,0.63,1.73,227.8
2026-07-06 09:00:00,安南測站,臺南市,86.9,47.5,68.4,46.9,0.707,1.69,244.8
2026-07-06 10:00:00,安南測站,臺南市,86.8,47.1,79.3,51.2,0.723,0.2,286.7
2026-07-06 11:00:00,安南測站,臺南市,90.7,49.9,81.9,48.9,0.751,1.0,251.7
2026-07-06 12:00:00,安南測站,臺南市,91.9,49.1,89.4,48.7,0.658,1.79,348.4
2026-07-06 13:00:00,安南測站,臺南市,89.5,55.3,82.2,49.5,0.581,1.98,227.5
2026-07-06 14:00:00,安南測站,臺南市,87.3,42.3,84.3,55.6,0.693,3.34,20.3
2026-07-06 15:00:00,安南測站,臺南市,82.5,51.6,94.8,55.3,0.67,1.65,267.0
2026-07-06 16:00:00,安南測站,臺南市,95.1,51.1,74.8,57.1,0.724,2.57,252.7
2026-07-06 17:00:00,安南測站,臺南市,95.3,50.5,77.5,65.0,0.664,1.17,290.4
2026-07-06 18:00:00,安南測站,臺南市,93.5,53.5,107.2,59.2,0.698,,261.1
2026-07-06 19:00:00,安南測站,臺南市,96.3,41.8,67.6,61.8,0.792,3.45,313.4
2026-07-06 20:00:00,安南測站,臺南市,93.6,56.7,102.3,65.7,0.785,1.93,285.4
2026-07-06 21:00:00,安南測站,臺南市,93.4,48.6,77.8,68.4,0.682,,2.0
2026-07-06 22:00:00,安南測站,臺南市,76.9,45.8,61.5,57.2,0.707,2.16,267.0
2026-07-06 23:00:00,安南測站,臺南市,79.9,43.7,83.3,52.4,0.684,3.24,339.0
2026-07-07 00:00:00,安南測站,臺南市,87.1,52.6,97.5,52.4,0.621,2.29,266.1
2026-07-07 01:00:00,安南測站,臺南市,82.6,42.1,61.4,53.3,0.653,1.76,29.0
2026-07-07 02:00:00,安南測站,臺南市,78.3,46.1,,51.4,0.695,1.83,36.5
2026-07-07 03:00:00,安南測站,臺南市,75.2,42.8,81.8,39.6,0.683,2.16,309.1
2026-07-07 04:00:00,安南測站,臺南市,85.7,45.2,86.4,45.7,0.765,2.18,41.4
2026-07-07 05:00:00,安南測站,臺南市,72.1,43.0,67.3,43.3,0.657,2.98,5.1
2026-07-07 06:00:00,安南測站,臺南市,74.3,49.2,95.1,40.6,0.636,1.43,235.4
2026-07-07 07:00:00,安南測站,臺南市,83.6,49.5,94.0,43.6,0.627,1.7,349.5
2026-07-07 08:00:00,安南測站,臺南市,91.5,45.8,72.1,39.1,0.727,1.48,354.8
2026-07-07 09:00:00,安南測站,臺南市,91.6,48.5,92.6,48.7,0.737,2.75,12.2
2026-07-07 10:00:00,安南測站,臺南市,75.5,42.7,82.9,43.9,0.599,3.6,348.4
2026-07-07 11:00:00,安南測站,臺南市,80.0,44.2,71.8,45.6,0.657,3.29,350.1
2026-07-07 12:00:00,安南測站,臺南市,77.5,48.1,75.4,41.9,0.586,2.25,347.3
2026-07-07 13:00:00,安南測站,臺南市,73.3,45.0,72.2,46.3,0.64,1.51,329.8
2026-07-07 14:00:00,安南測站,臺南市,80.6,46.3,67.5,48.4,0.657,3.54,37.1
2026-07-07 15:00:00,安南測站,臺南市,72.9,46.6,69.5,50.4,0.728,1.43,26.2
2026-07-07 16:00:00,安南測站,臺南市,78.6,48.1,95.7,58.9,0.62,4.19,42.5
